Class,CapShape,CapSurface,CapColor
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,yellow
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,convex,scaly,brown
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,yellow
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,flat,scaly,brown
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,gray
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
edible,sunken,fibrous,brown
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,white
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
poisonous,flat,smooth,white
