sex,class,age,status
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Male,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Female,2nd,Adult,Died
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Male,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Female,2nd,Child,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Male,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Female,2nd,Adult,Survived
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Male,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Female,3rd,Child,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
Male,3rd,Adult,Died
