"sex","class","age","status"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","2nd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","3rd","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
"Male","Crew","Adult","Died"
